t,rsp1,ppg1,rsp2,ppg2
119.35,1,0.43988,0.21114,0.26882
119.36,1,0.43891,0.21212,0.26686
119.37,1,0.43988,0.2131,0.26588
119.38,1,0.43988,0.21408,0.26686
119.38,1,0.44086,0.21603,0.27175
119.39,1,0.44086,0.21701,0.27957
119.4,1,0.43988,0.21896,0.29228
119.41,1,0.43891,0.22092,0.31183
119.42,1,0.43793,0.2219,0.34018
119.42,1,0.43597,0.22287,0.37634
119.43,1,0.43402,0.22385,0.41935
119.44,1,0.43304,0.22581,0.46725
119.45,1,0.43206,0.22581,0.51613
119.46,1,0.43206,0.22581,0.56598
119.46,1,0.43304,0.22581,0.61095
119.47,1,0.435,0.22581,0.65005
119.48,1,0.43597,0.22581,0.68231
119.49,1,0.43793,0.22581,0.70381
119.5,1,0.43988,0.22581,0.71848
119.5,1,0.44477,0.22581,0.73021
119.51,1,0.45259,0.22581,0.73803
119.52,1,0.46237,0.22483,0.74194
119.53,1,0.47507,0.22483,0.74096
119.54,1,0.48876,0.22385,0.73705
119.54,1,0.50244,0.22287,0.73021
119.55,1,0.51515,0.22287,0.72141
119.56,1,0.52688,0.22287,0.71163
119.57,1,0.53666,0.22287,0.6999
119.58,1,0.54448,0.2219,0.68817
119.58,1,0.54839,0.22092,0.67449
119.59,1,0.55132,0.21994,0.66178
119.6,1,0.55425,0.21994,0.64809
119.61,1,0.55621,0.21799,0.63343
119.62,0.99609,0.55718,0.21701,0.61877
119.62,0.9912,0.55718,0.21603,0.60313
119.63,0.98338,0.55621,0.21505,0.58847
119.64,0.97556,0.55327,0.21212,0.57478
119.65,0.96579,0.54936,0.21017,0.56207
119.66,0.95601,0.54252,0.20626,0.55132
119.66,0.94624,0.53568,0.20332,0.54154
119.67,0.93548,0.52786,0.20039,0.53177
119.68,0.92473,0.52102,0.19746,0.52395
119.69,0.91496,0.51417,0.1955,0.51613
119.7,0.90127,0.50538,0.19257,0.50929
119.7,0.88856,0.49853,0.19062,0.50244
119.71,0.8739,0.49267,0.18768,0.49462
119.72,0.85924,0.48778,0.18475,0.4868
119.73,0.8436,0.48387,0.18182,0.47801
119.74,0.82796,0.48094,0.17889,0.46921
119.74,0.81232,0.47996,0.17595,0.46041
119.75,0.7957,0.47996,0.17302,0.45161
119.76,0.78104,0.47898,0.17009,0.44184
119.77,0.76637,0.47703,0.16716,0.43109
119.78,0.75171,0.4741,0.16422,0.42131
119.78,0.73803,0.47116,0.16227,0.41153
119.79,0.72336,0.46823,0.16031,0.40371
119.8,0.7087,0.4653,0.15934,0.39687
119.81,0.69501,0.46139,0.15836,0.38905
119.82,0.68035,0.45846,0.15738,0.38123
119.82,0.66764,0.4565,0.15738,0.37341
119.83,0.65494,0.45357,0.15738,0.36657
119.84,0.64418,0.45064,0.15836,0.3607
119.85,0.63245,0.4477,0.15934,0.35484
119.86,0.6217,0.44477,0.16031,0.34897
119.86,0.61095,0.44184,0.16325,0.34409
119.87,0.6002,0.44086,0.1652,0.3392
119.88,0.58944,0.43988,0.16813,0.33529
119.89,0.57869,0.43988,0.17204,0.33236
119.9,0.56794,0.43891,0.17498,0.32942
119.9,0.55816,0.43891,0.17889,0.32649
119.91,0.54741,0.43793,0.1828,0.32258
119.92,0.53861,0.43597,0.18768,0.31965
119.93,0.52981,0.435,0.19062,0.31574
119.94,0.52199,0.43402,0.19355,0.31183
119.94,0.51417,0.43304,0.19648,0.30792
119.95,0.50635,0.43206,0.19941,0.30401
119.96,0.49853,0.43206,0.20235,0.30108
119.97,0.48974,0.43206,0.20626,0.29717
119.98,0.48094,0.43304,0.21017,0.29521
119.98,0.47312,0.435,0.2131,0.29423
119.99,0.4653,0.43597,0.21701,0.29326
120,0.45846,0.43695,0.21994,0.29326
120.01,0.45064,0.43793,0.22385,0.2913
120.02,0.44086,0.43793,0.22678,0.28935
120.02,0.43109,0.43793,0.22972,0.28739
120.03,0.41935,0.43695,0.23265,0.28446
120.04,0.40762,0.43695,0.23558,0.2825
120.05,0.39492,0.43597,0.23851,0.27957
120.06,0.38221,0.435,0.24145,0.27761
120.06,0.36852,0.43402,0.24536,0.27468
120.07,0.35484,0.43206,0.24829,0.27077
120.08,0.34213,0.43109,0.2522,0.26686
120.09,0.32942,0.43011,0.25513,0.26491
120.1,0.31867,0.42815,0.25904,0.26393
120.1,0.30694,0.42717,0.26197,0.26197
120.11,0.29619,0.42815,0.26588,0.26002
120.12,0.28446,0.42913,0.26979,0.25709
120.13,0.2737,0.43206,0.2737,0.25611
120.14,0.26197,0.43793,0.27859,0.25415
120.14,0.25318,0.44477,0.2825,0.25318
120.15,0.24438,0.45455,0.28739,0.25415
120.16,0.23754,0.46628,0.2913,0.25904
120.17,0.22972,0.47996,0.29521,0.26784
120.18,0.22483,0.49462,0.29912,0.28446
120.18,0.22092,0.50635,0.30401,0.30792
120.19,0.21799,0.51711,0.30792,0.33431
120.2,0.21505,0.52884,0.31378,0.36364
120.21,0.21408,0.54057,0.31867,0.40078
120.22,0.2131,0.55034,0.32356,0.44477
120.22,0.21408,0.55718,0.32845,0.49071
120.23,0.21408,0.56305,0.33333,0.53763
120.24,0.21505,0.56696,0.33822,0.58162
120.25,0.21603,0.56891,0.34311,0.6217
120.26,0.21799,0.56989,0.34702,0.65689
120.26,0.21994,0.56989,0.35093,0.68524
120.27,0.2219,0.56891,0.35484,0.70674
120.28,0.22385,0.56794,0.35875,0.72141
120.29,0.22678,0.565,0.36266,0.72825
120.3,0.22972,0.56207,0.36657,0.72923
120.3,0.23167,0.55816,0.37146,0.72727
120.31,0.2346,0.5523,0.37439,0.72141
120.32,0.23558,0.54448,0.37732,0.71359
120.33,0.23754,0.53568,0.38025,0.70381
120.34,0.23851,0.52688,0.38221,0.69306
120.34,0.23851,0.51906,0.38514,0.68231
120.35,0.23851,0.51124,0.38807,0.6696
120.36,0.23949,0.50538,0.39101,0.65591
120.37,0.23949,0.50147,0.39394,0.64027
120.38,0.23949,0.49951,0.39687,0.62463
120.38,0.23949,0.49853,0.39883,0.60899
120.39,0.23949,0.49756,0.40078,0.59433
120.4,0.23851,0.49658,0.40274,0.58065
120.41,0.23851,0.49462,0.40371,0.56696
120.42,0.23754,0.49267,0.40567,0.55327
120.42,0.23754,0.49169,0.40567,0.54057
120.43,0.23656,0.48974,0.40665,0.52981
120.44,0.23558,0.48778,0.40762,0.51906
120.45,0.23558,0.48778,0.4086,0.50929
120.46,0.23558,0.48583,0.4086,0.50049
120.46,0.2346,0.48387,0.4086,0.49267
120.47,0.2346,0.48289,0.4086,0.48583
120.48,0.2346,0.48094,0.40958,0.47898
120.49,0.2346,0.47996,0.40958,0.47312
120.5,0.23363,0.47801,0.40958,0.46628
120.5,0.23363,0.47507,0.40958,0.45846
120.51,0.23265,0.47214,0.41056,0.45064
120.52,0.23167,0.46921,0.41153,0.44184
120.53,0.23069,0.4653,0.41251,0.43402
120.54,0.22972,0.46237,0.41447,0.4262
120.54,0.22776,0.45943,0.41544,0.41838
120.55,0.22678,0.4565,0.41838,0.41056
120.56,0.22581,0.45357,0.42033,0.40176
120.57,0.22385,0.45064,0.42229,0.39296
120.58,0.22287,0.4477,0.42522,0.38416
120.58,0.22092,0.44673,0.42717,0.37634
120.59,0.21994,0.44477,0.42913,0.3695
120.6,0.21799,0.44282,0.43206,0.36364
120.61,0.21603,0.44184,0.435,0.35679
120.62,0.21505,0.44184,0.43793,0.35093
120.62,0.2131,0.44086,0.44184,0.34604
120.63,0.21114,0.44086,0.44477,0.34018
120.64,0.20821,0.44086,0.4477,0.33529
120.65,0.20528,0.43988,0.44966,0.33138
120.66,0.20137,0.43988,0.45259,0.32747
120.66,0.19746,0.43891,0.45552,0.32356
120.67,0.19257,0.43891,0.45846,0.31965
120.68,0.18768,0.43891,0.46237,0.31574
120.69,0.18084,0.43988,0.4653,0.31281
120.7,0.174,0.43988,0.46921,0.31085
120.7,0.16618,0.43988,0.47312,0.30694
120.71,0.15836,0.43988,0.47703,0.30205
120.72,0.15152,0.43988,0.47996,0.29717
120.73,0.1437,0.43891,0.48289,0.29228
120.74,0.13685,0.43891,0.48583,0.28935
120.74,0.13001,0.43793,0.48778,0.28641
120.75,0.12317,0.43597,0.49071,0.28543
120.76,0.11535,0.43597,0.49267,0.28348
120.77,0.1085,0.43597,0.4956,0.2825
120.78,0.10068,0.43793,0.49853,0.28055
120.78,0.094819,0.43988,0.50147,0.27859
120.79,0.087977,0.44282,0.50342,0.27761
120.8,0.083089,0.4477,0.50538,0.27664
120.81,0.078201,0.4565,0.50733,0.27566
120.82,0.074291,0.46725,0.50831,0.27468
120.82,0.070381,0.48094,0.51026,0.27273
120.83,0.067449,0.49462,0.51222,0.26979
120.84,0.065494,0.50929,0.5132,0.26686
120.85,0.064516,0.52297,0.51515,0.26393
120.86,0.063539,0.53666,0.51613,0.26197
120.86,0.064516,0.54839,0.51711,0.26002
120.87,0.065494,0.55816,0.51808,0.25709
120.88,0.066471,0.56403,0.51906,0.25513
120.89,0.067449,0.56794,0.52004,0.25415
120.9,0.068426,0.57087,0.52102,0.25318
120.9,0.070381,0.57283,0.52199,0.2522
120.91,0.072336,0.57478,0.52395,0.25122
120.92,0.074291,0.57576,0.5259,0.25024
120.93,0.076246,0.57576,0.52786,0.25024
120.94,0.078201,0.57478,0.52981,0.2522
120.94,0.079179,0.57283,0.53275,0.25806
120.95,0.081134,0.56891,0.5347,0.26882
120.96,0.082111,0.56305,0.53666,0.28739
120.97,0.084066,0.55816,0.53959,0.31281
120.98,0.084066,0.55132,0.54154,0.34604
120.98,0.085044,0.54545,0.5435,0.38025
120.99,0.084066,0.53861,0.54545,0.41642
121,0.084066,0.53079,0.54741,0.45943
121.01,0.084066,0.52297,0.54936,0.50538
121.02,0.083089,0.51515,0.55132,0.55034
121.02,0.082111,0.50831,0.55327,0.59335
121.03,0.081134,0.50342,0.55523,0.62952
121.04,0.081134,0.49853,0.55718,0.65982
121.05,0.080156,0.49462,0.55914,0.68328
121.06,0.080156,0.49267,0.56109,0.6999
121.06,0.079179,0.49169,0.56305,0.71065
121.07,0.080156,0.49071,0.565,0.71554
121.08,0.080156,0.49071,0.56696,0.71554
121.09,0.081134,0.49071,0.56891,0.71163
121.1,0.082111,0.49071,0.57087,0.70479
121.1,0.084066,0.48974,0.57185,0.69501
121.11,0.086022,0.48778,0.5738,0.68426
121.12,0.087977,0.48583,0.57478,0.67253
121.13,0.090909,0.48289,0.57576,0.65982
121.14,0.092864,0.47996,0.57674,0.64614
121.14,0.095797,0.47703,0.57576,0.6305
121.15,0.097752,0.47312,0.57576,0.61584
121.16,0.10068,0.46921,0.57478,0.6002
121.17,0.10362,0.46628,0.57478,0.58456
121.18,0.10753,0.46237,0.57283,0.56989
121.18,0.11144,0.45943,0.57185,0.55718
121.19,0.11535,0.45748,0.56989,0.54448
121.2,0.12023,0.45455,0.56794,0.53275
121.21,0.12414,0.45161,0.56598,0.52004
121.22,0.12805,0.44966,0.56403,0.50929
121.22,0.13196,0.44673,0.56207,0.49853
121.23,0.13685,0.44477,0.55914,0.49071
121.24,0.14174,0.44282,0.55621,0.48387
121.25,0.14663,0.44086,0.55327,0.47703
121.26,0.15152,0.44086,0.54936,0.47019
121.26,0.1564,0.43988,0.54643,0.46334
121.27,0.16129,0.43988,0.54252,0.4565
121.28,0.16618,0.44086,0.53959,0.44966
121.29,0.17204,0.43988,0.53568,0.44379
121.3,0.17791,0.43988,0.53275,0.43695
121.3,0.18377,0.44086,0.52981,0.43011
121.31,0.18964,0.44086,0.52688,0.42326
121.32,0.1955,0.43988,0.52493,0.41642
121.33,0.20235,0.43891,0.52297,0.40958
121.34,0.20919,0.43695,0.52199,0.40274
121.34,0.21505,0.43402,0.52102,0.39589
121.35,0.2219,0.43206,0.52004,0.38905
121.36,0.22776,0.43109,0.51906,0.38123
121.37,0.23265,0.43109,0.51906,0.37341
121.38,0.23851,0.43109,0.51808,0.36755
121.38,0.2434,0.43109,0.51808,0.36266
121.39,0.24927,0.43109,0.51711,0.35777
121.4,0.25513,0.43109,0.51711,0.35386
121.41,0.26197,0.43011,0.51711,0.34995
121.42,0.26882,0.42815,0.51808,0.34702
121.42,0.27566,0.4262,0.51808,0.34409
121.43,0.28152,0.42522,0.51906,0.34213
121.44,0.28837,0.42522,0.51906,0.34115
121.45,0.29423,0.42717,0.51906,0.34115
121.46,0.30303,0.43109,0.51906,0.34018
121.46,0.31085,0.43793,0.51906,0.33822
121.47,0.32063,0.44868,0.52004,0.33724
121.48,0.3304,0.45943,0.52102,0.33724
121.49,0.34115,0.47116,0.52102,0.33724
121.5,0.35288,0.48485,0.52199,0.33724
121.5,0.36461,0.49951,0.52199,0.33724
121.51,0.37732,0.5132,0.52297,0.33724
121.52,0.38905,0.5259,0.52297,0.33724
121.53,0.40078,0.53763,0.52297,0.33724
121.54,0.41251,0.54643,0.52297,0.33724
121.54,0.42424,0.5523,0.52297,0.33822
121.55,0.43695,0.55621,0.52297,0.3392
121.56,0.44966,0.55816,0.52297,0.34115
121.57,0.46237,0.55914,0.52297,0.34213
121.58,0.47605,0.55816,0.52199,0.34409
121.58,0.48778,0.55816,0.52199,0.34702
121.59,0.49853,0.55816,0.52199,0.34897
121.6,0.50929,0.55621,0.52102,0.35191
121.61,0.51906,0.55425,0.52102,0.35386
121.62,0.52981,0.5523,0.52004,0.35679
121.62,0.54057,0.54741,0.51906,0.35973
121.63,0.5523,0.54154,0.51808,0.36266
121.64,0.56305,0.5347,0.51711,0.36559
121.65,0.5738,0.5259,0.51515,0.36755
121.66,0.58553,0.51711,0.5132,0.3695
121.66,0.59531,0.50929,0.51222,0.37048
121.67,0.60606,0.50244,0.51026,0.37243
121.68,0.61584,0.49756,0.50831,0.37243
121.69,0.62561,0.49267,0.50635,0.37341
121.7,0.63441,0.48876,0.5044,0.37537
121.7,0.64321,0.48485,0.50342,0.3783
121.71,0.65298,0.48192,0.50147,0.38319
121.72,0.66178,0.48094,0.49951,0.39101
121.73,0.67155,0.47898,0.49756,0.40469
121.74,0.68231,0.47605,0.4956,0.42424
121.74,0.6911,0.4741,0.49365,0.45064
121.75,0.70088,0.47116,0.49169,0.48485
121.76,0.71065,0.46921,0.48974,0.52493
121.77,0.72043,0.46725,0.4868,0.56891
121.78,0.73118,0.46432,0.48485,0.61584
121.78,0.74194,0.46237,0.48192,0.65494
121.79,0.75269,0.45846,0.47996,0.68915
121.8,0.76442,0.45455,0.47703,0.72532
121.81,0.77713,0.45161,0.4741,0.75855
121.82,0.78886,0.44868,0.47116,0.78592
121.82,0.80254,0.44575,0.46921,0.80841
121.83,0.81525,0.44477,0.46628,0.82405
121.84,0.82698,0.44282,0.46334,0.83382
121.85,0.83871,0.44086,0.46041,0.83675
121.86,0.84848,0.43891,0.45846,0.83578
121.86,0.85924,0.43793,0.45552,0.83089
121.87,0.87097,0.43597,0.45259,0.82307
121.88,0.8827,0.435,0.44868,0.81232
121.89,0.89541,0.43402,0.44477,0.80156
121.9,0.90811,0.43304,0.43988,0.78788
121.9,0.91984,0.43206,0.435,0.77322
121.91,0.93157,0.43206,0.43109,0.75758
121.92,0.94233,0.43109,0.4262,0.73998
121.93,0.95308,0.43011,0.42229,0.72239
121.94,0.96383,0.42913,0.41838,0.70381
121.94,0.97458,0.42815,0.41349,0.68719
121.95,0.98534,0.42717,0.4086,0.67058
121.96,0.99609,0.4262,0.40274,0.65591
121.97,0.99804,0.4262,0.39687,0.64125
121.98,1,0.4262,0.39101,0.62757
121.98,1,0.42717,0.38416,0.61584
121.99,1,0.42913,0.37634,0.60508
122,1,0.43011,0.3695,0.59433
122.01,1,0.43011,0.36266,0.58358
122.02,1,0.43109,0.35582,0.57478
122.02,1,0.43206,0.34897,0.56696
122.03,1,0.43304,0.34311,0.55914
122.04,1,0.43402,0.33627,0.55132
122.05,1,0.43402,0.32942,0.5435
122.06,1,0.43304,0.32258,0.53372
122.06,1,0.43206,0.31574,0.52493
122.07,1,0.43011,0.30987,0.51417
122.08,1,0.42913,0.30401,0.50342
122.09,1,0.42815,0.29912,0.49365
122.1,1,0.42815,0.29423,0.48485
122.1,1,0.42913,0.28837,0.4741
122.11,1,0.43109,0.28348,0.46334
122.12,1,0.435,0.27859,0.45259
122.13,1,0.44086,0.2737,0.44282
122.14,1,0.44966,0.26882,0.43402
122.14,1,0.46139,0.26393,0.42522
122.15,1,0.47507,0.26002,0.41642
122.16,1,0.48974,0.25513,0.4086
122.17,1,0.50342,0.25122,0.40274
122.18,1,0.51515,0.24731,0.39589
122.18,1,0.52493,0.24438,0.38905
122.19,1,0.53568,0.24242,0.38319
122.2,1,0.54448,0.23949,0.37537
122.21,1,0.55132,0.23754,0.36755
122.22,1,0.55621,0.2346,0.3607
122.22,1,0.55914,0.23265,0.35484
122.23,1,0.56012,0.23069,0.34897
122.24,1,0.56109,0.22972,0.34409
122.25,1,0.56012,0.22776,0.3392
122.26,1,0.55816,0.22678,0.33431
122.26,1,0.55425,0.22581,0.32942
122.27,1,0.55034,0.22385,0.32551
122.28,1,0.54545,0.22287,0.3216
122.29,1,0.54057,0.2219,0.31867
122.3,1,0.5347,0.22092,0.31672
122.3,1,0.52688,0.21994,0.31281
122.31,1,0.51906,0.21896,0.30987
122.32,1,0.51222,0.21799,0.30596
122.33,1,0.5044,0.21799,0.30205
122.34,1,0.49853,0.21799,0.29912
122.34,1,0.49365,0.21701,0.29521
122.35,1,0.48974,0.21701,0.29228
122.36,1,0.48485,0.21701,0.28837
122.37,1,0.48192,0.21603,0.28348
122.38,1,0.47898,0.21505,0.27957
122.38,1,0.47703,0.21505,0.27664
122.39,1,0.47605,0.21408,0.27566
122.4,1,0.47507,0.21408,0.2737
122.41,1,0.47312,0.2131,0.27077
122.42,1,0.47116,0.2131,0.26882
122.42,1,0.46823,0.2131,0.26686
122.43,1,0.46628,0.2131,0.26491
122.44,1,0.46432,0.2131,0.26295
122.45,1,0.46334,0.21408,0.261
122.46,1,0.46139,0.21408,0.25904
122.46,1,0.46041,0.21505,0.25709
122.47,1,0.45748,0.21603,0.25709
122.48,1,0.45455,0.21799,0.25806
122.49,1,0.45161,0.21896,0.26197
122.5,0.99804,0.44868,0.21994,0.26882
122.5,0.99511,0.44477,0.22092,0.2825
122.51,0.9824,0.44184,0.2219,0.30303
122.52,0.97067,0.43891,0.2219,0.3304
122.53,0.95503,0.43695,0.22287,0.36755
122.54,0.94037,0.435,0.22385,0.41056
122.54,0.92571,0.43402,0.22385,0.45748
122.55,0.91105,0.43206,0.22385,0.50733
122.56,0.89638,0.43011,0.22483,0.55718
122.57,0.88074,0.42815,0.22385,0.60411
122.58,0.86413,0.42717,0.22385,0.64516
122.58,0.84751,0.4262,0.22385,0.67644
122.59,0.82991,0.42424,0.22385,0.6999
122.6,0.81134,0.42326,0.22287,0.72141
122.61,0.79081,0.42229,0.22287,0.73705
122.62,0.77028,0.42131,0.22287,0.74682
122.62,0.7478,0.42033,0.22287,0.75269
122.63,0.7263,0.42033,0.2219,0.75464
122.64,0.70577,0.41935,0.22092,0.75269
122.65,0.68622,0.41838,0.22092,0.7478
122.66,0.66667,0.41642,0.21994,0.73998
122.66,0.64809,0.41642,0.21994,0.73118
122.67,0.62757,0.41642,0.21896,0.72043
122.68,0.60704,0.4174,0.21799,0.70772
122.69,0.58553,0.4174,0.21701,0.69599
122.7,0.56305,0.41838,0.21505,0.68328
122.7,0.5435,0.41838,0.2131,0.6696
122.71,0.52297,0.4174,0.21212,0.65494
122.72,0.5044,0.41642,0.21017,0.64027
122.73,0.48583,0.41447,0.20821,0.62659
122.74,0.46725,0.41349,0.20626,0.6129
122.74,0.44868,0.41251,0.2043,0.6002
122.75,0.43011,0.41251,0.20235,0.58749
122.76,0.41056,0.41447,0.19941,0.57771
122.77,0.39296,0.4174,0.19648,0.56989
122.78,0.37537,0.42326,0.19355,0.56403
122.78,0.35973,0.43011,0.19159,0.55816
122.79,0.34409,0.43988,0.18866,0.55327
122.8,0.3304,0.45259,0.18573,0.54741
122.81,0.31769,0.46725,0.1828,0.54057
122.82,0.30694,0.48387,0.17986,0.5347
122.82,0.29717,0.49853,0.17791,0.52981
122.83,0.28837,0.51222,0.17595,0.52395
122.84,0.27957,0.52493,0.17302,0.51906
122.85,0.27273,0.53568,0.17107,0.51222
122.86,0.26588,0.54448,0.16813,0.50538
122.86,0.261,0.55132,0.16618,0.49853
122.87,0.25513,0.55523,0.16422,0.49071
122.88,0.25122,0.55816,0.16227,0.47605
122.89,0.24731,0.55914,0.16129,0.45748
122.9,0.24438,0.55914,0.16129,0.44575
122.9,0.24145,0.55914,0.16031,0.43695
122.91,0.23949,0.55816,0.15934,0.42815
122.92,0.23754,0.55523,0.15836,0.42131
122.93,0.23558,0.55132,0.15738,0.41447
122.94,0.2346,0.54643,0.15738,0.40762
122.94,0.23363,0.54057,0.15738,0.40176
122.95,0.23265,0.53275,0.15738,0.39492
122.96,0.23167,0.52395,0.15738,0.38905
122.97,0.23069,0.51515,0.15738,0.38514
122.98,0.23069,0.50733,0.15836,0.38123
122.98,0.22972,0.50147,0.15934,0.37928
122.99,0.22972,0.4956,0.16031,0.37634
123,0.22972,0.49169,0.16129,0.37341
123.01,0.22972,0.4868,0.16227,0.37048
123.02,0.22972,0.48387,0.16422,0.36559
123.02,0.22972,0.48289,0.16618,0.35973
123.03,0.23069,0.48192,0.16813,0.35386
123.04,0.23167,0.48094,0.17009,0.34897
123.05,0.23265,0.48094,0.17107,0.34409
123.06,0.23558,0.48094,0.17302,0.34115
123.06,0.23754,0.47996,0.174,0.33724
123.07,0.24145,0.47898,0.17595,0.33431
123.08,0.24438,0.47703,0.17693,0.33138
123.09,0.24927,0.47507,0.17889,0.32845
123.1,0.25318,0.4741,0.18084,0.32454
123.1,0.25806,0.47116,0.1828,0.3216
123.11,0.26295,0.46823,0.18475,0.31769
123.12,0.26784,0.46628,0.18671,0.31378
123.13,0.27273,0.46334,0.18768,0.3089
123.14,0.27664,0.46041,0.18964,0.30401
123.14,0.28055,0.45846,0.19159,0.29912
123.15,0.28348,0.45846,0.19355,0.29423
123.16,0.28739,0.4565,0.19648,0.28935
123.17,0.29032,0.45455,0.19844,0.28543
123.18,0.29423,0.45259,0.20137,0.2825
123.18,0.29717,0.45064,0.2043,0.28055
123.19,0.3001,0.4477,0.20723,0.27957
123.2,0.30303,0.44477,0.20919,0.27761
123.21,0.30596,0.44184,0.21212,0.27566
123.22,0.30792,0.43988,0.21408,0.2737
123.22,0.30987,0.43891,0.21701,0.27175
123.23,0.31183,0.43793,0.22092,0.26979
123.24,0.31281,0.43793,0.22483,0.26784
123.25,0.31281,0.43793,0.22874,0.26588
123.26,0.31281,0.43793,0.23265,0.26393
123.26,0.31183,0.43793,0.23754,0.26295
123.27,0.31085,0.43793,0.24145,0.26686
123.28,0.3089,0.43793,0.24633,0.2737
123.29,0.30694,0.43695,0.25024,0.28446
123.3,0.30303,0.43597,0.25415,0.30401
123.3,0.3001,0.435,0.25806,0.32942
123.31,0.29521,0.435,0.26197,0.3607
123.32,0.29032,0.435,0.26491,0.39589
123.33,0.28348,0.435,0.26882,0.43304
123.34,0.27761,0.43597,0.2737,0.46921
123.34,0.27077,0.43695,0.27761,0.50342
123.35,0.26393,0.43695,0.28152,0.53275
123.36,0.25611,0.43597,0.28641,0.55621
123.37,0.24927,0.43402,0.29032,0.57283
123.38,0.24145,0.43304,0.29521,0.58456
123.38,0.23363,0.43402,0.29912,0.58944
123.39,0.22385,0.43695,0.30401,0.5914
123.4,0.21408,0.43891,0.30792,0.58944
123.41,0.20528,0.44184,0.31281,0.58456
123.42,0.1955,0.44575,0.31769,0.57771
123.42,0.18573,0.45259,0.32258,0.56794
123.43,0.17595,0.46237,0.32845,0.55523
123.44,0.16813,0.47507,0.33431,0.54154
123.45,0.16031,0.49071,0.33822,0.5259
123.46,0.15347,0.50831,0.34311,0.50929
123.46,0.14663,0.5259,0.348,0.49169
123.47,0.14076,0.54154,0.35191,0.47507
123.48,0.1349,0.55425,0.35582,0.46139
123.49,0.13001,0.56598,0.35973,0.44868
123.5,0.1261,0.57771,0.36266,0.43597
123.5,0.12219,0.58553,0.36657,0.42326
123.51,0.11926,0.59238,0.36852,0.41153
123.52,0.1173,0.59629,0.37146,0.40078
123.53,0.11535,0.59824,0.37341,0.39101
123.54,0.11339,0.59922,0.37537,0.38319
123.54,0.11144,0.6002,0.37732,0.37634
123.55,0.1085,0.6002,0.37928,0.37048
123.56,0.10655,0.59922,0.38025,0.36657
123.57,0.10459,0.59726,0.38221,0.36461
123.58,0.10166,0.59335,0.38416,0.36364
123.58,0.098729,0.58944,0.38514,0.36461
123.59,0.095797,0.58456,0.38612,0.36559
123.6,0.092864,0.57869,0.3871,0.36852
123.61,0.089932,0.57283,0.38905,0.37146
123.62,0.087977,0.56598,0.39003,0.37439
123.62,0.085044,0.55914,0.39101,0.37732
123.63,0.082111,0.55034,0.39296,0.38025
123.64,0.079179,0.54252,0.39492,0.38319
123.65,0.076246,0.5347,0.39785,0.38514
123.66,0.073314,0.52786,0.3998,0.38612
123.66,0.070381,0.52199,0.40274,0.3871
123.67,0.068426,0.51711,0.40665,0.3871
123.68,0.066471,0.51417,0.40958,0.3871
123.69,0.065494,0.5132,0.41251,0.3871
123.7,0.063539,0.51222,0.41642,0.38612
123.7,0.062561,0.51026,0.42033,0.38514
123.71,0.062561,0.50929,0.42522,0.38319
123.72,0.061584,0.50733,0.43011,0.38221
123.73,0.062561,0.50538,0.435,0.38025
123.74,0.063539,0.5044,0.43988,0.37732
123.74,0.065494,0.50244,0.44477,0.37439
123.75,0.067449,0.50049,0.44966,0.37146
123.76,0.069404,0.49756,0.45357,0.36852
123.77,0.072336,0.49462,0.45748,0.36461
123.78,0.075269,0.49169,0.46237,0.36168
123.78,0.078201,0.48876,0.4653,0.35777
123.79,0.082111,0.4868,0.46921,0.35484
123.8,0.086999,0.48485,0.47312,0.35093
123.81,0.090909,0.48192,0.47703,0.34702
123.82,0.095797,0.47996,0.48094,0.34213
123.82,0.10068,0.47703,0.48485,0.33627
123.83,0.10557,0.4741,0.48778,0.3304
123.84,0.10948,0.47116,0.49169,0.32454
123.85,0.11437,0.46823,0.49462,0.31867
123.86,0.12023,0.46432,0.49756,0.31183
123.86,0.12512,0.46139,0.50049,0.30499
123.87,0.13196,0.45846,0.50342,0.29814
123.88,0.13783,0.45552,0.50538,0.29228
123.89,0.1437,0.45259,0.50831,0.28641
123.9,0.14858,0.45064,0.51026,0.27957
123.9,0.15347,0.44966,0.5132,0.27273
123.91,0.15934,0.44868,0.51515,0.26491
123.92,0.16325,0.44868,0.51808,0.25709
123.93,0.16716,0.44868,0.52004,0.24829
123.94,0.17009,0.44868,0.52199,0.23851
123.94,0.17302,0.4477,0.52395,0.22972
123.95,0.17498,0.44673,0.5259,0.22092
123.96,0.17595,0.44477,0.52786,0.21212
123.97,0.17498,0.44379,0.52981,0.2043
123.98,0.17498,0.44477,0.53177,0.19746
123.98,0.174,0.44477,0.53372,0.19159
123.99,0.174,0.44477,0.53568,0.18768
124,0.17204,0.44575,0.53763,0.18377
124.01,0.17107,0.44673,0.53959,0.17986
124.02,0.16813,0.44673,0.54154,0.17693
124.02,0.16422,0.44575,0.5435,0.174
124.03,0.15934,0.44477,0.54545,0.17107
124.04,0.15347,0.44379,0.54741,0.17009
124.05,0.14761,0.44282,0.54936,0.17204
124.06,0.14272,0.44184,0.5523,0.17791
124.06,0.13783,0.44282,0.55425,0.18964
124.07,0.13196,0.44379,0.55718,0.20821
124.08,0.12903,0.44673,0.56012,0.22972
124.09,0.12512,0.45064,0.56305,0.25318
124.1,0.12317,0.45748,0.565,0.28446
124.1,0.12121,0.46823,0.56794,0.31965
124.11,0.12121,0.48289,0.56989,0.35679
